110554.2928162368,-3.028546989438854e-05,-205573.7280329277,95847.53003259258
206422.12063080218,-0.4515802157524203,-391915.18428254337,189324.7056481498
192189.69728830096,-4039.3601605685317,-365601.54194184334,181830.14150843504
6216.639327850641,-5908.031291680061,-9250.68517234075,-5541.411059338982
-466.8144966677005,-3625.366237011237,-1889.9841245397124,-7178.838046831316
-1686.1041853712507,-2226.157982845094,-3952.4413675386327,-3782.913640222681
-1710.4055071609396,-246.85701232282912,-3404.8874673418363,-2067.7239522899467
-1159.830072188662,1399.448675407148,-1193.9247571422875,-1863.6187575634417
1820.6452787959968,1700.8382378040546,227.11711496417018,-1811.3835120285046
-850.7129194815526,1680.0017578689224,-691.466401771489,-1813.5664255749896
1084.8784127007837,1125.4718790046952,-1600.9412974223872,229.47491749579405
-331.617600197318,1013.8539780188355,1178.384801959499,-997.3872544472966
-56.94501086216811,208.5038183338085,-1108.1038902507999,-142.67006861496876
-374.2233172082644,542.8853201415582,682.7172366252837,235.73926736312526
358.7081400563374,-9.973364937365627,-1102.863935859134,441.12324909364855
14.451219976626778,54.32628484354428,215.7026514002143,-493.6857405240632
-112.36552456719286,91.79412818783607,402.22296814555193,-349.01512958551643
-21.905687208262457,-70.68211347107159,-522.8295179176073,244.51667036503372
29.970182479480755,40.95925213047027,-11.197218349928237,495.1154700872339
523.3619776509829,-146.69075092697082,-395.3025515790689,149.92580439436543
75.56540454501199,-120.00447437804614,-168.41981532364264,-260.28986990279884
64.295274059215,-48.57409158236725,-391.89812565962956,77.89699605948566
71.32362845580408,-39.19057681288171,-468.37339506444346,395.3140436367147
325.0306236507898,-10.238117050906103,-159.28756516603954,384.7613630170911
-189.55321618259848,30.54236715669579,512.2684410104708,-417.0696503574479
-306.04353398858973,93.92884709348631,-381.3869055202101,112.79065581470137
-106.38899716366653,150.62447839517202,126.16378741648897,-398.7237871721139
181.75081007190803,104.46162285519668,-291.96327332391616,244.18445012284175
16.10447420448172,106.50003046144066,-552.1414675227137,242.91701050448066
359.20820959976066,53.06320766948706,85.076661439381,194.1410674191881
32.237733862576796,-18.602215818219655,-150.90582902433502,385.23206923233306
-93.80778896644027,23.85888915856414,-159.17053129155846,-136.6491892541468
88.4105295430345,19.938600050565633,-43.60943892041305,382.96462877742465
467.74573162110187,-106.8910829420508,-1029.5290812343703,831.8907529933663
